1;325399
1;94054
1;332865
1;411492
2;419206
2;133994
3;271745
3;100227
3;381223
3;151604
3;157838
3;342190
3;232121
3;322390
3;226931
4;366215
4;117827
4;479477
4;449548
4;512537
4;511575
4;319515
5;377817
6;503534
6;581
6;441519
6;62225
6;193736
6;173640
6;197529
6;437860
7;504908
7;487393
7;422132
7;448409
7;366345
7;239668
7;340012
8;445708
8;190940
9;57261
9;232982
9;198921
9;323170
10;125425
10;56230
10;277641
10;88991
10;254463
10;330039
10;488583
10;455122
10;292689
11;114928
11;328274
11;180972
11;353589
11;185700
11;167422
11;51167
12;324021
12;189008
12;71172
13;149494
13;228258
13;93639
13;320369
13;47450
13;28094
13;112880
13;11478
13;88476
13;371716
14;376618
14;58414
14;32404
14;273083
14;250808
14;378107
15;468432
16;487343
16;445768
16;46744
16;216930
16;483268
16;408352
17;370405
17;245386
17;71844
17;365256
17;12598
17;78039
17;386968
18;205867
18;151470
18;149432
18;336557
19;117820
20;81047
20;268783
20;213966
20;317093
20;184599
20;137879
20;113903
20;187670
20;452306
21;221667
21;160195
22;333119
23;249530
23;476477
23;443446
23;460676
23;68842
23;20912
23;147648
23;444594
23;257795
23;133809
24;281468
25;263639
25;76606
25;320719
25;414136
25;450438
25;402802
25;302042
25;422648
25;445455
26;125528
26;90228
26;119098
26;154931
26;11042
26;252180
27;102216
27;93455
27;253668
27;404258
27;213710
27;5308
28;63938
28;323824
28;91302
28;399454
28;182873
28;471995
28;113689
28;43869
29;398953
29;307835
29;11989
29;208651
30;10081
30;250254
30;408390
30;170345
30;266373
30;173360
30;113433
30;37043
30;48660
30;68996
31;486553
31;284128
31;139094
31;349106
31;13735
31;325449
32;450533
32;184614
32;404359
32;14371
32;354889
32;333632
32;397037
33;343588
33;201490
33;251527
33;233843
33;420487
33;334865
33;324862
33;236908
33;166852
34;83340
34;362968
34;382290
35;56049
35;466544
35;429463
35;144341
35;318965
35;398084
35;38232
35;400279
35;60253
36;42806
36;291089
36;77525
36;216590
36;122861
36;211148
36;89339
36;408819
36;275092
36;296448
37;143947
37;106789
37;479716
37;212282
37;274913
37;12964
38;154298
38;364420
38;467277
39;32814
39;175320
40;206517
41;360188
41;165151
41;457484
41;368631
41;235622
41;482429
41;294023
41;429052
42;369767
42;76494
42;255855
42;52550
42;240715
42;317697
42;51480
43;194964
43;421111
43;346148
43;510423
43;173973
44;475995
44;104552
44;181133
45;182460
45;498184
45;16135
45;312528
45;443275
45;512642
45;352666
45;463047
46;59606
46;30534
46;459158
46;258883
46;477103
46;273788
46;476037
46;476797
47;185277
47;117623
47;107394
47;33642
47;252539
47;133400
47;385880
47;44252
47;52070
48;355980
48;508929
48;318906
48;80409
48;447224
48;384895
49;180828
49;390153
50;157687
51;514105
51;514106
51;514107
51;514108
51;514109
51;514110
51;514111
51;514112
51;514113
51;514114
51;514115
51;514116
51;514117
51;514118
51;514119
51;514120
51;514121
51;514122
51;514123
51;514124
51;514125
51;514126
51;514127
51;514128
51;514129
51;514130
51;514131
51;514132
51;514133
51;514134
51;514135
51;514136
51;514137
51;514138
51;514139
51;514140
51;514141
51;514142
51;514143
51;514144
51;514145
51;514146
51;514147
51;514148
51;514149
51;514150
51;514151
51;514152
51;514153
51;514154
51;514155
51;514156
51;514157
51;514158
51;514159
51;514160
51;514161
51;514162
51;514163
51;514164
51;514165
51;514166
51;514167
51;514168
51;514169
51;514170
51;514171
51;514172
51;514173
51;514174
51;514175
51;514176
51;514177
51;514178
51;514179
51;514180
51;514181
51;514182
51;514183
51;514184
51;514185
51;514186
51;514187
51;514188
51;514189
51;514190
51;514191
51;514192
51;514193
51;514194
51;514195
51;514196
51;514197
51;514198
51;514199
51;514200
51;514201
51;514202
51;514203
51;514204
51;514205
51;514206
51;514207
51;514208
51;514209
51;514210
51;514211
51;514212
51;514213
51;514214
51;514215
51;514216
51;514217
51;514218
51;514219
51;514220
51;514221
51;514222
51;514223
51;514224
51;514225
51;514226
51;514227
51;514228
51;514229
51;514230
51;514231
51;514232
51;514233
51;514234
51;514235
51;514236
51;514237
51;514238
51;514239
51;514240
51;514241
51;514242
51;514243
